irn,DesLabel0(+ group='1'),DesDescription0(+ group='1'),DesBiblioRef0(+ group='1').irn,DesLabel0(+ group='2'),DesDescription0(+ group='2'),DesBiblioRef0(+ group='2').irn,DesLabel0(+ group='3'),DesDescription0(+ group='3'),DesBiblioRef0(+ group='3').irn,DesLabel0(+ group='4'),DesDescription0(+ group='4'),DesBiblioRef0(+ group='4').irn,DesLabel0(+ group='5'),DesDescription0(+ group='5'),DesBiblioRef0(+ group='5').irn,DesLabel0(+ group='6'),DesDescription0(+ group='6'),DesBiblioRef0(+ group='6').irn,DesLabel0(+ group='7'),DesDescription0(+ group='7'),DesBiblioRef0(+ group='7').irn
314802,Type Description,"
Ann. Mus. Natn. Hist. Nat. Paris, 15:96.
",41852,Description,"This species is brown, with sparse hair on the back at the shoulders.  The flight membrane is attached to the first toe.  The cheekteeth are stout.",41852,Type Locality,"
Egypt, Giza (Great Pyramid).
",41852,Distribution,"Rousettus aegyptiacus resides throughout the whole sub-Saharan Africa from Senegal and Guinea in the west to Somalia in the east down to Tanzania, Mozambique and the southeast coastline of South Africa. (Kingdon, 1997)  It is also found through the Nile River Valley into Egypt, the Middle Eastern Coast and the eastern Mediterranean. In Tanzania, R. aegyptiacus is found in a variety of forest and coastal environments.  This bat can be found in almost any habitat from sea-level to montane forests like the Ruwenzoris Mountains and the forested areas of the Eastern Arc Mountain range. (Kingdon, 1984)",41852,Comparisons,"Rousettus aegyptiacus resembles Myonycteris relicta, but is larger (the forearm is greater than 65 mm in R. aegyptiacus and less than that for Myonycteris).  R. aegyptiacus also resembles Lissonycteris angolensis and R. lanosus.  The former has thicker hair on the back, a stiff collar in males and the flight membrane attaches to the second toe.  The latter has cheekteeth that are much narrower than those of R. aegyptiacus.",41852,Measurements, Total length: 140-158 mmHead and body: 130-155 mmTail length: 16-20 mmHindfoot length: 15-25 mmEar length: 21-24 mmForearm Length: 85-106 mmWeight: 110-170 g,41852,,,
314806,Type Description,"
Thomas, O. 1906. Descriptions of new mammals from Mount Ruwenzori. Annals and Magazine of Natural History, ser. 7, 18:136-147.
",41852,Description,"This species is brown, with long hair.  The flight membrane is attached to the second toe (digit 2 located on",41852,Type Locality,"
Uganda, Ruwenzori East, Mubuku Valley, 13,000 ft. (3,962 m).
",41852,Distribution,"Rousettus lanosus has a restricted habitat throughout the montane forests of East Africa including the Eastern Arc Mountains in Tanzania, Ethiopia and the east coast of Madagascar. (Kingdon, 1984, 1997) In Tanzania, R. lanosus is found in a variety of montane forest environments.",41852,Comparisons,"Rousettus lanosus resembles Myonycteris relicta, but is larger (the forearm is greater than 65 mm in R. lanosus (",41852,Measurements, Total length: 127-151 mmHead and body: 130-155 mmTail length: 15-25 mmHindfoot length: 18-23 mmEar length: 21-24 mmForearm Length: 85-95 mmWeight: 120-165 g,41852,,,
314676,Type Description,"
Monatsb. K. Preuss. Akad. Wiss. Berlin, 1866:17 [1867].
",41852,Description,"Of the Rhinolophus that occur in Tanzania, this species is one of the most widespread with a overall distribution that extends from southern Africa into Europe and Asia.  This species is medium sized with translucent ears.  The horseshoe can reach a breadth of 9 mm, but does not cover the muzzle.  The connecting process is characteristic in that it is erect and pointed, not rounded.  The body is brown dorsally, cream beige to white ventrally, and there is a brown patch under each of the eyes.  The back of the neck is lighter than the fur on the back.  There is a visible depression between the parietal and occipital regions of the skull.  The smallest tooth in the upper toothrow is in the row, and the upper canine is only slightly longer than the posterior upper premolar.",41852,Type Locality,"
SE Europe; restricted to Italy by Ellerman et al. (1953:59).
",41852,Comparisons,"R. landeri is similar in size and possession of a pointed connecting process, but in the fourth finger the first phalanx is less than 25% the length of the metacarpal, whereas in R. blasii the first phalanx is greater than 25% the length of the metacarpal. No other Rhinolophus in Tanzania have a pointed connecting process.",41852,Measurements, Total length: 80-88 mmHead and body: 54-60 mmTail length: 24-29 mmHindfoot length: 9-11 mmEar length: 18-19 mmForearm Length: 44-48 mmWeight: 7.6-9.3 g,41852,,,,,,
314682,Type Description,"
In Ruppell, Atlas Reise Nordl. Afr., Zool. Saugeth., p. 47.
",41852,Description,"A fairly large Rhinolophus, this species is characterized by the high rounded connecting process, and a horseshoe that is equal to, or less than 8.3 mm, and does not cover the muzzle.  The sella is constricted in the middle.  The hairs on the body have brown tips, but are paler towards the base.  The small tooth behind the upper canine is sometimes missing, but when present, is outside the toothrow.",41852,Type Locality,"
Saudi Arabia, Red Sea Coast, Muwaylih (= Mohila), (approx. 27°49'N, 35°30'E).
",41852,Distribution,"Rhinolophus clivosus can be found roosting in cool, moist sites from the northern coastal countries north of the Sahara around and down through the Nile Valley countries to East Africa and south to South Africa. (Kingdon, 1984, 1997) In the Eastern Arc Mountains, Rhinolophus clivosus has been collected in the South Pare, East and West Usambara, Nguru and Udzungwa Mountains. Also known from Mt. Kilimanjaro, this is a common species in woodland and savannah settings, as well, and has been observed in Liwale. This is a common species in many different montane forests throughout Tanzania.",41852,Comparisons,"The only other bat with a high rounded process is R. sakejiensis, which has a horseshoe greater than 8.3 mm in breadth, and the third metacarpal is over 90% the length of the fourth.",41852,Measurements, Total length: 95-100 mmHead and body: 70 mmTail length: 30-32 mmHindfoot length: 10-13 mmEar length: 22 mmForearm Length: 50-57 mmWeight: 14-18.5 g,41852,,,
314688,Type Description,"
Ann. Mag. Nat. Hist., ser. 7, 15:70.
",41852,Type Locality,"
Zimbabwe, Mazoe.
Forearm Length: 45-50 mm",41852,,,,,,,,,,,,,,,
314689,Type Description,"
Monatsb. K. Preuss. Akad. Wiss. Berlin, 1867:705 [1868].
",41852,Description,"This a relatively large Rhinolophus for the species that occur in Tanzania, with ears that are 23 mm in length, and a horseshoe that is 9 mm or broader.  The ratio of the 3rd metacarpal to the 4th is the smallest of any species in Tanzania(88%).  There are two colour phases: a brown and cinnamon form.  The small tooth behind the upper canine is outside the toothrow, but the upper canine is never in contact with the posterior premolar.",41852,Type Locality,"
Tanzania, 'Zanzibar coast' (mainland opposite Zanzibar).
",41852,Distribution,"Rhinolophus deckenii is restricted to East Africa, from central and eastern Tanzania, the islands of Pemba and Unguja and southeastern Kenya. (Kingdon, 1984) (Wilson and Reeder, 2005) It has frequently been collected in coastal forests, but also was recently documented in the Malundwe Mountains of Mikumi National Park, at approximately 870 m.",41852,Comparisons,"In Tanzania, R. clivosus and R. fumigatus are similar.  The former has a horseshoe that has a width of less than 9 mm, and the latter has an upper canine that is in contact with the posterior premolar.",41852,Measurements, Total length: 81-97 mmHead and body: 60-69 mmTail length: 21-30 mmHindfoot length: 12-14 mmEar length: 21-25 mmForearm Length: 50-57 mmWeight: 10-14.5 g,41852,,,
314691,Type Description,"
Ann. Mag. Nat. Hist., ser. 7, 15:74.
",41852,Type Locality,"
Uganda, Entebbe.
Forearm Length: 49-60 mm",41852,,,,,,,,,,,,,,,
314696,Type Description,"
Mus. Senckenbergianum, 3:132, 155.
",41852,Description,"This Rhinolophus is of medium to large size, with a horseshoe that is equal to or broader than 9 mm. The connecting process is rounded but low.  The body is light brown above and lighter below.  The skull is very stout.  The lateral profile of the skull is definitely concave and the frontal depression is distinct.  The smallest tooth in the upper toothrow is either missing or completely outside the toothrow, and the posterior upper premolar is over 2/3 the length of the upper canine.",41852,Type Locality,"
Ethiopia, Shoa.
",41852,Distribution,"This open country species, Rhinolophus fumigatus, can be found roosting close together in dark, moist areas throughout all of Africa just south of the Sahara. (Kingdon, 1984, 1997) In Tanzania, Rhinolophus fumigatus has been collected in the East Usambaras (near Amani), Kilombero, Same and Kilwa.",41852,Comparisons,"While of similar size, R. clivosus exhibits very little concavity on the dorsal aspect of the rostrum when the skull is viewed laterally and R. deckenii has an upper canine and posterior upper premolar that do not touch (these teeth are in contact in Rhinolophus fumigatus).",41852,Measurements, Total length: 88-98 mmHead and body: 67-70 mmTail length: 25-30 mmHindfoot length: 12-13 mmEar length: 23-25 mmForearm Length: 49-60 mmWeight: 11.5-17.5 g,41852,,,
314698,Type Description,"
Monatsb. K. Preuss. Akad. Wiss. Berlin, 1878:195.
",41852,Description,"This is the largest Rhinolophus, in Tanzania.  The forearm is equal to, or longer than 60.5 mm.  The connecting process is well rounded.  The horseshoe is equal to, or greater than 12 mm, and covers the muzzle.  The sella is constricted below the middle.  The hairs on the body are the same light brown colour from tip to base.  The small tooth behind the upper canine is sometimes missing, but when present, is outside the toothrow, as is the smallest cheektooth in the lower toothrow.",41852,Type Locality,"
Kenya, Taita, Ndi.
",41852,Distribution,"Restricted to the eastern half of Africa, Rhinolophus hildebrandtii can be found roosting in sheltered areas like caves, buildings, or hollow trees, from southern Sudan and Ethiopia in the north, west to the eastern part of the Dem. Rep. of Congo, and then south to Mozambique. (Kingdon, 1984, 1997) In the Eastern Arc Mountains, Rhinolophus clivosus has been collected in the East and West Usambara, and Nguu, Udzungwa and Uluguru Mountains. This taxon has also been collected in some lower localities, such as Gonja Forest Reserve near Same, Kwamgumi Forest Reserve at the base of the East Usambara Mountains, Amboni Caves, Mkulumuzi and Tongwe.",41852,Comparisons,The only other Rhinolophus with forearms that may attain 60.5 mm in length are R. eloquens and R. ruwenzorii (both of which have not been recorded in Tanzania).  Both of these species have a 3rd metacarpal which is shorter than 42 mm.,41852,Measurements, Total length: 116-119 mmHead and body: 75-79 mmTail length: 38 mmHindfoot length: 12-14 mmEar length: 33-35 mmForearm Length: 62-67 mmWeight: 21-25 g,41852,,,
314705,Type Description,"
Proc. Zool. Soc. Lond., 1837:101 [1838].
",41852,Description,"This is one of the smallest Rhinolophus that occur in Tanzania, with a relatively narrow horseshoe, which does not exceed 7.8 mm.  The lancet is concave.  The connecting process can be pointed or more rounded.   There are two body colour phases known: brown and more reddish. In both cases, the venter is lighter in colour.  The smallest tooth in the upper toothrow is in the row, and the posterior upper premolar is roughly 2/3 the length of the upper canine. The males often have prominent dark axillary tufts at the base of the wing.",41852,Type Locality,"
Equatorial Guinea, Bioko.
Forearm Length: 40-48 mm",41852,Distribution,"The adaptable species, Rhinolophus landeri, is common in a wide range of habitats throughout all of Africa south of the Sahara to Botswana and the northeastern edge of South Africa.  (Kingdon, 1984, 1997) Rhinolophus landeri has been documented in a variety of locals across Tanzania, including the Pugu Hills, Rukwa and Momela.",41852,Comparisons,"R. blasii is similar in size and possession of a pointed connecting process, but in the fourth finger the first phalanx is greater than 25% the length of the metacarpal, whereas in R. landeri the first phalanx is less than 25% the length of the metacarpal. No other Rhinolophus in Tanzania have a pointed connecting process.",41852,,,,,,
314711,Type Description,"
Kock, D., G. Csorba, and K. M. Howell. 2000. Rhinolophus maendeleo n. sp. From Tanzania, a horseshoe bat noteworthy for its systematics and biogeography (Mammalia, Chiroptera, Rhinolophidae).
",41852,Description,"The most recently described Rhinolophus in Tanzania, this species is medium sized but with large ears (24 mm in length), and a horseshoe that is greater than 8 mm.  It is one of two Rhinolophus in Tanzania where the 4th metacarpal is definitely longer than the 5th (R. denti being the other species). The part of the connecting process closest to the head is almost parallel with the sella.  The body is brown dorsally, beige to white ventrally, and there is a brown collar on the neck and shoulders.  The small tooth behind the upper canine is inside the toothrow, and while the smallest cheektooth in the lower toothrow is to the outside of the toothrow, the two teeth on either side of it are not in contact.  There is a depression near the supraoccipital bone, and a depression with raised ridges on either side of it over the orbits.",41852,Type Locality,"
Tanzania, Tanga Dist., 2.5 km W of Tanga, Mkulumuzi River Gorge, Amboni Cave Forest, 05°05'S, 39°02E, 0-80 m.
Forearm Length: 38-68 mm",41852,Distribution,"This species is only known from northeastern Tanzania, from both low elevation coastal forests and submontane forests in the West Usambara Mountains.",41852,Comparisons,"The similar sized R. simulator does not have a well defined depression above the orbits, and R. darlingi have small teeth completely on the outside of the upper and lower toothrows.",41852,,,,,,
314736,Type Description,"
Ann. Mag. Nat. Hist., ser. 7, 14:384.
",41852,Description,"This Rhinolophus is of medium size, with a horseshoe that is never broader than 8.3 mm. The connecting process is rounded with many hairs.  The body is dark brown above and light grey below.  The lateral profile of the skull is definitely concave and the frontal depression is distinct.  The smallest tooth in the upper toothrow is in the row, and the posterior upper premolar is over half the length of the upper canine.",41852,Type Locality,"
Zimbabwe, Mazoe.
",41852,Distribution,"This small species is restricted to woodland areas in Tanzania, Eastern Zambia, Malawi, and Mozambique.  (Kingdon, 1984, 1997) Rhinolophus simulator has been collected in the East Usambara (near Amani), Uluguru and Rubeho Mountains of the Eastern Arc Mountains, but has also been documented in lower habitats in Rukwa, Momela and Tosamaganga.",41852,Comparisons,"R. blasii and R. landeri may be similar in size but these have a pointed connecting process, and the frontal depressions of both of these are not as distinct as that of Rhinolophus simulator.",41852,Measurements, Total length: 73 mmHead and body: 52 mmTail length: 23 mmHindfoot length: 9 mmEar length: 18 mmForearm Length: 40-46 mmWeight: 6.6 g,41852,,,
